Category,Info,Ad Link
cabling,"CB Cabling Technologies Ltd
24 H W T Rd (5)
876-906-3284
support@cbcabling.com
www.cbcabling.com/",https://www.findyello.com/jamaica/cb-cabling-technologies-ltd/profile/24-h-w-t-rd-5/
cabling,"Medianet Ltd
Suite 2
19-21 Ballater Avenue,
Kingston 10, Jamaica
876-754-5784
info@medianetltd.com
www.medianetltd.com",https://www.findyello.com/jamaica/medianet-ltd/profile/
cabling,"Innovative Corporate Solutions Co Ltd
95 Dumbarton Avenue,
Kingston 10, Jamaica
876-908-2179
sales@innovative.com.jm
www.innovative.com.jm",https://www.findyello.com/jamaica/innovative-corporate-solutions-co-ltd/profile/95-dumbarton-avenue/
cabling,"Innovative Corporate Solutions Co Ltd
95 Dumbarton Ave Kgn 10
876-908-2179
sales@innovative.com.jm
www.innovative.com.jm",https://www.findyello.com/jamaica/innovative-corporate-solutions-co-ltd/profile/95-dumbarton-ave-kgn/
cabling,"Cablepro Data Servs Ltd
6 Cairo St Ptmr
876-939-3852
nadine.williamson@cableprodata.com
www.cableprodataservices.com/",https://www.findyello.com/jamaica/cablepro-data-servs-ltd/profile/6-cairo-st-ptmr/
cabling,"Cablepro Data Servs Ltd
6 Cairo Street
Passage Fort Gregory Park Post Office Portmore St. Catherine
876-939-3852
nadine.williamson@cableprodata.com
www.cableprodataservices.com/",https://www.findyello.com/jamaica/cablepro-data-servs-ltd/profile/passage-fort/
cabling,"755-Pbxs
2A Coloden Road Kingston 8 Kingston
876-755-7297
755-pbxs@cwjamaica.com",https://www.findyello.com/jamaica/755-pbxs/profile/
cabling,"Modern Power & Cooling Technology Ltd
44 Dumbarton Avenue Kingston 10 St. Andrew
876-754-3176
sales@modernpowerja.com
www.modernpowerja.com",https://www.findyello.com/jamaica/modern-power-cooling-technology-ltd/profile/44-dumbarton-avenue/
cabling,"Modern Power & Cooling Technology Ltd
44 Dumbarton Ave Kgn 10
876-754-3176
sales@modernpowerja.com
www.modernpowerja.com",https://www.findyello.com/jamaica/modern-power-cooling-technology-ltd/profile/44-dumbarton-ave-kgn/
cabling,"Sole Distributors
Shop 5
15 Parkington Plaza,
Kingston 10, Jamaica
876-754-1562
soledistributors@cwjamaica.com",https://www.findyello.com/jamaica/sole-distributors/profile/15-parkington/
cabling,"Sole Distributors
Shop 7
25 King Street Linstead Jamaica
876-903-1617
soledistributors@cwjamaica.com",https://www.findyello.com/jamaica/sole-distributors/profile/25-king-street/
cabling,"Optimal Computer Systems Ltd
Shop 3
Sun Village Plaza,
Mandeville, Jamaica
876-961-3633",https://www.findyello.com/jamaica/optimal-computer-systems-ltd/profile/
cabling,"Mullings Electrical & Plumbing Co Ltd
27 Great George Street Savanna-la-mar Westmoreland
876-955-9209
mullingselectric@hotmail.com",https://www.findyello.com/jamaica/mullings-electrical-plumbing-co-ltd/profile/27-great-george/
cabling,"Mullings Electrical Sales & Servs Co Ltd
23 Lewis St Svlm
876-955-4259
mullingselectric@hotmail.com",https://www.findyello.com/jamaica/mullings-electrical-sales-servs-co-ltd/profile/23-lewis-st-svlm/
cabling,"Mullings Electrical Sales & Servs Co Ltd
27 Grt George St Svlm
876-955-9209
mullingselectric@hotmail.com",https://www.findyello.com/jamaica/mullings-electrical-sales-servs-co-ltd/profile/27-grt-george/
cabling,"Diginet Jamaica Ltd
Suite #3
18 Kingslyn Avenue,
Kingston 10, Jamaica
876-929-3444
www.diginetjamaica.com",https://www.findyello.com/jamaica/diginet-jamaica-ltd/profile/
cabling,"Island Maintenance Services
34 Molynes Road,
Kingston 10, Kingston
876-908-0893
info@imspower.net
imspower.net",https://www.findyello.com/jamaica/island-maintenance-services/profile/
cabling,"Unicorp Solutions Ltd
Unit 3
3 Bradley Avenue,
Kingston 10, Jamaica
876-631-3782
rohan.reynolds@unicorpsolutionsjm.com
unicorpsolutionsjm.com/",https://www.findyello.com/jamaica/unicorp-solutions-ltd/profile/
ups,"CB Cabling Technologies Ltd
24 Half Way Tree Road,
Kingston 5, Jamaica
876-906-3284
support@cbcabling.com
www.cbcabling.com/",https://www.findyello.com/jamaica/cb-cabling-technologies-ltd/profile/24-half-way-tree/
ups,"CB Cabling Technologies Ltd
24 H W T Rd (5)
876-906-3284
support@cbcabling.com
www.cbcabling.com/",https://www.findyello.com/jamaica/cb-cabling-technologies-ltd/profile/24-h-w-t-rd-5/
ups,"Royale Tech Co Ltd
Shop 13
Boulevard Supercenter,
Kingston 20, Jamaica
876-765-3303
royaletechja@gmail.com
www.royaletechja.com",https://www.findyello.com/jamaica/royale-tech-co-ltd/profile/
ups,"Tara Courier Servs Ltd
49 1/2 Lyndhurst Road Kingston 5 St. Andrew
888-TAR-ACAN
customerservice@taracan.com
www.taracan.com",https://www.findyello.com/jamaica/tara-courier-servs-ltd/profile/
ups,"Dolla Financial Services Ltd
Hendon Mall Beckford Street Savanna la mar Westmoreland
876-955-9186
info@dollafinancial.com",https://www.findyello.com/jamaica/dolla-financial-services-ltd/profile/hendon-mall-beckford/
ups,"Dolla Financial Services Ltd
Main Street Discovery Bay St. Ann
876-670-0058
info@dollafinancial.com",https://www.findyello.com/jamaica/dolla-financial-services-ltd/profile/main-street-discovery/
ups,"Dolla Financial Services Ltd
Shop 8 Mosley Drive Lucea Hanover
876-956-2200
info@dollafinancial.com",https://www.findyello.com/jamaica/dolla-financial-services-ltd/profile/shop-8-mosley/
ups,"Dolla Financial Services Ltd
Unit 1
Barbican Business Centre, 88 Barbican Road,
Kingston 6, Jamaica
876-927-4881
info@dollafinancial.com",https://www.findyello.com/jamaica/dolla-financial-services-ltd/profile/barbican-business/
ups,"Computer Environmental Solutions Ltd
8 Devon Road,
Kingston 10
876-926-2935
sales@cesjm.com
www.cesjm.com",https://www.findyello.com/jamaica/computer-environmental-solutions-ltd/profile/
ups,"Cyber Media Ltd
12 1/2 Hope Rd (10)
876-926-6521",https://www.findyello.com/jamaica/cyber-media-ltd/profile/
bars,"Triple Century Sports Bar
69 Knutsford Boulevard,
Kingston 5, St. Andrew
876-906-0333
nksportsbarapp@gmail.com
m.menutabapp.com/restaurants/676713799023687",https://www.findyello.com/jamaica/triple-century-sports-bar/profile/
bars,"Triple Century Sports Bar
69 Knutsford Boulevard,
Kingston 5, St. Andrew
876-906-0333
nksportsbarapp@gmail.com
m.menutabapp.com/restaurants/676713799023687",https://www.findyello.com/jamaica/triple-century-sports-bar/profile/
bars,"P & M Supreme
Shop 1
Winners Plaza,
Negril, Westmoreland
876-957-9808
paulcartynegril@gmail.com",https://www.findyello.com/jamaica/p-m-supreme/profile/bars-nightclubs/
bars,"Pier - 1 On The Waterfront
Howard Cooke Boulevard,
Montego Bay, St. James
876-952-2452
info@pieronejamaica.com
www.pieronejamaica.com/",https://www.findyello.com/jamaica/pier-1-on-the-waterfront/profile/
bars,"Chill Out Hut Restaurant Beach Bar & Grill
Long Bay
Greenwood Avenue Montego Bay St. James
876-620-8720",https://www.findyello.com/jamaica/chill-out-hut-restaurant-beach-bar-grill/profile/
bars,"Macau Gaming Lounge & Bar The
28 Lindsay Crescent Kingston 10 St. Andrew
876-925-6395",https://www.findyello.com/jamaica/macau-gaming-lounge-bar-the/profile/28-lindsay-crescent/
bars,"Escape 24/7 Bar and Grill & Nightclub
24 Knutsford Boulevard,
Kingston 5, St. Andrew
876-960-1856",https://www.findyello.com/jamaica/escape-24-7-bar-and-grill-nightclub/profile/24-knutsford/
bars,"Bar Stock-taker
20 Slipe Road Kingston 5 St. Andrew
876-329-9315",https://www.findyello.com/jamaica/bar-stock-taker/profile/
bars,"Betty's Lounge
37L Ken Hill Drive Kingston 20 St. Andrew
876-765-8049",https://www.findyello.com/jamaica/bettys-lounge/profile/
bars,"Debut Lounge
20 Burlington Avenue Kingston Jamaica
876-854-9104",https://www.findyello.com/jamaica/debut-lounge/profile/
bars,"Fahrenheit Bar-ja
12 Falmouth Street Falmouth Trelawny
876-372-7308",https://www.findyello.com/jamaica/fahrenheit-bar-ja/profile/
bars,"Jungle The
Norman Manley Boulevard Negril Westmoreland
876-957-4005",https://www.findyello.com/jamaica/jungle-the/profile/
bars,"Jus Booze
1 Allan Avenue Port Antonio Portland
876-603-8620",https://www.findyello.com/jamaica/jus-booze/profile/
bars,"Mahogony Tree Bar
26 Hope Road,
Kingston 10, St. Andrew
876-906-7165
www.groggshoppejm.com",https://www.findyello.com/jamaica/mahogony-tree-bar/profile/
bars,"Ocean View Bar
29 Harbour Street St. Ann’s Bay St. Ann
876-715-4793",https://www.findyello.com/jamaica/ocean-view-bar/profile/
bars,"Oceans 11 Watering Hole
Lot 6
Fisherman Point Road,
Ocho Rios, St. Ann
876-974-6896
angeloise@cwjamaica.com
www.oceans11ja.com/",https://www.findyello.com/jamaica/oceans-11-watering-hole/profile/
bars,"Regency Bar & Lounge The
Terra Nova All-Suite Hotel
17 Waterloo Road,
Kingston 10, St. Andrew
876-926-2211
www.terranovajamaica.com",https://www.findyello.com/jamaica/regency-bar-lounge-the/profile/
bars,"Shades Adult Entertainment Cen
Content Gardens,
Ocho Rios, St. Ann
876-974-4713
shadesnightclub@hotmail.com
www.shadesnightclub.com",https://www.findyello.com/jamaica/shades-adult-entertainment-cen/profile/
bars,"V Bar
Independence City Plaza
5 Madrid Avenue Portmore St. Catherine
876-455-0004",https://www.findyello.com/jamaica/v-bar/profile/
telecommunication-companies-services,"Aeronautical Telecommunications Ltd (AEROTEL)
1 Braemar Avenue,
Kingston 10, Kingston
876-978-3974
aerotel@cwjamaica.com
www.aerotel-jm.com",https://www.findyello.com/jamaica/aeronautical-telecommunications-ltd-aerotel/profile/1-braemar-avenue/
telecommunication-companies-services,"Aeronautical Telecommunications Ltd (AEROTEL)
Headquarters
1 Braemar Road Kingston 10 Kingston
876-978-3974
aerotel@cwjamaica.com
www.aerotel-jm.com",https://www.findyello.com/jamaica/aeronautical-telecommunications-ltd-aerotel/profile/1-braemar-road/
telecommunication-companies-services,"Aeronautical Telecommunications Ltd (AEROTEL)
10 Sunrise Close Montego Bay St. James
876-952-0238
aerotel@cwjamaica.com
www.aerotel-jm.com",https://www.findyello.com/jamaica/aeronautical-telecommunications-ltd-aerotel/profile/10-sunrise-close/
telecommunication-companies-services,"FLOW
2-6 Carlton Crescent,
Kingston 10, St. Andrew
876-926-9700
flowhelp@cwc.com
www.discoverflow.co",https://www.findyello.com/jamaica/flow/profile/2-6-carlton-crescent/
telecommunication-companies-services,"FLOW
2-6 Carlton Crescent,
Kingston 10, St. Andrew
876-926-9700
flowhelp@cwc.com
www.discoverflow.co",https://www.findyello.com/jamaica/flow/profile/2-6-carlton-crescent/
telecommunication-companies-services,"Cable & Wireless Business
2-6 Carlton Crescent Kingston 10 St. Andrew
888-888-8888
flowhelp@cwc.com
www.discoverflow.co/",https://www.findyello.com/jamaica/cable-wireless-business/profile/telecommunication-companies-services/
telecommunication-companies-services,"Aeronautical Telecommunications Ltd (AEROTEL)
1 Braemar Avenue,
Kingston 10, Kingston
876-978-3974
aerotel@cwjamaica.com
www.aerotel-jm.com",https://www.findyello.com/jamaica/aeronautical-telecommunications-ltd-aerotel/profile/1-braemar-avenue/
telecommunication-companies-services,"Aeronautical Telecommunications Ltd (AEROTEL)
Headquarters
1 Braemar Road Kingston 10 Kingston
876-978-3974
aerotel@cwjamaica.com
www.aerotel-jm.com",https://www.findyello.com/jamaica/aeronautical-telecommunications-ltd-aerotel/profile/1-braemar-road/
telecommunication-companies-services,"Aeronautical Telecommunications Ltd (AEROTEL)
10 Sunrise Close Montego Bay St. James
876-952-0238
aerotel@cwjamaica.com
www.aerotel-jm.com",https://www.findyello.com/jamaica/aeronautical-telecommunications-ltd-aerotel/profile/10-sunrise-close/
telecommunication-companies-services,"Sole Distributors
Shop 7
25 King Street Linstead Jamaica
876-903-1617
soledistributors@cwjamaica.com",https://www.findyello.com/jamaica/sole-distributors/profile/25-king-street/
telecommunication-companies-services,"Sole Distributors
Shop 5
15 Parkington Plaza,
Kingston 10, Jamaica
876-754-1562
soledistributors@cwjamaica.com",https://www.findyello.com/jamaica/sole-distributors/profile/15-parkington/
telecommunication-companies-services,"CB Cabling Technologies Ltd
24 Half Way Tree Road,
Kingston 5, Jamaica
876-906-3284
support@cbcabling.com
www.cbcabling.com/",https://www.findyello.com/jamaica/cb-cabling-technologies-ltd/profile/24-half-way-tree/
telecommunication-companies-services,"Universal Service Fund
4th Floor PCJ Building, 36 Trafalgar Road,
Kingston 10, Kingston
876-926-4USF
info@usf.gov.jm
usf.gov.jm/index.php",https://www.findyello.com/jamaica/universal-service-fund/profile/
telecommunication-companies-services,"Island Networks Ltd
1a Montclair Dr Beverly Hill Kingston 6 St. Andrew
876-978-8074
sales@islandnetjm.com
www.islandnetjm.com",https://www.findyello.com/jamaica/island-networks-ltd/profile/1a-montclair-dr-beverly/
telecommunication-companies-services,"Island Networks Ltd
1a Montclair Drive Beverly Hills,
Kingston 6, St. Andrew
876-978-8074
sales@islandnetjm.com
www.islandnetjm.com",https://www.findyello.com/jamaica/island-networks-ltd/profile/1a-montclair-drive/
telecommunication-companies-services,"Telecom Maintenace & Rigging Services Ltd
1082 Abbey, Crescent Cumberland St. Catherine
876-997-9771
tmrs2001@yahoo.com",https://www.findyello.com/jamaica/telecom-maintenace-rigging-services-ltd/profile/
telecommunication-companies-services,"Aviation Communications (AV COM) Jamaica Ltd
Suite 6 *9 Red Hills Rd (10)
876-754-2299
info@avcomja.com
www.avcomja.com",https://www.findyello.com/jamaica/aviation-communications-av-com-jamaica-ltd/profile/suite-6-9-red-hills-rd/
telecommunication-companies-services,"Aviation Communications (AV COM) Jamaica Ltd
Suite 6 9 Red Hills Road Kingston 10 St. Andrew
876-754-2299
info@avcomja.com
www.avcomja.com",https://www.findyello.com/jamaica/aviation-communications-av-com-jamaica-ltd/profile/suite-6-9-red-hills-road/
telecommunication-companies-services,"Digicel
3As Limited
Norman Manley International Kingston Kingston
876-885-6662
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/norman-manley/
telecommunication-companies-services,"Digicel
Courts Ja Limited
29c Constant Spring Road Kingston 10 St. Andrew
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/29c-constant/
telecommunication-companies-services,"Digicel
Happy Konnections
UWI Bookstore, Ring Road Mona Kingston
876-422-2795
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/uwi-bookstore/
telecommunication-companies-services,"Digicel
Anbell Agencies
51 Knutsford Boulevard Kingston 5 Kingston
876-754-6499
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/51-knutsford/
telecommunication-companies-services,"Digicel
Celli-Shac
4B Half Way Tree Road Cross Roads Kingston
876-754-4612
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/4b-half-way-tree/
telecommunication-companies-services,"Digicel
Mobile One Coronation
34 1/2 Darling Street Downtown Kingston
876-292-4797
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/34-1-2-darling/
telecommunication-companies-services,"Digicel
Or
Main Street Christiana Manchester
876-891-4563
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/main-street-christiana/
telecommunication-companies-services,"Digicel
Courts Ja. Limited
1 Baptist Road Mandeville Manchester
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/1-baptist-road/
telecommunication-companies-services,"Digicel
Digicel Jamaica Retail Store
Shop 4, Caledonia Road Mandeville Manchester
876-961-6259
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/road-mandeville/
telecommunication-companies-services,"Digicel
Or
Shop 4, Caledonia Road
876-961-6561
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-4-caledonia-road/
telecommunication-companies-services,"Digicel
Jamcel Ltd
Samfo’s Complex Spaulding Manchester
876-964-0983
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/samfos-complex/
telecommunication-companies-services,"Digicel
MegaMart
2 Bloofield Road Mandeville Manchester
876-962-9165
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/2-bloofield-road/
telecommunication-companies-services,"Digicel
R.A.P. Communications
1 Harbour Street Port Antonio Portland
876-715-5943
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/1-harbour-street/
telecommunication-companies-services,"Digicel
Courts Ja Limited
Main Street Brown’s Town St. Ann
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/main-street-browns/
telecommunication-companies-services,"Digicel
Courts Ja Limited
Corner Milford Road & DaCosta Drive Ocho Rios St. Ann
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/corner-milford/
telecommunication-companies-services,"Digicel
Digicel Jamaica Retail Store
Eight Rivers Plaza Ocho Rios St. Ann
876-399-4348
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/eight-rivers/
telecommunication-companies-services,"Digicel
DIGIORDER Jamaica Limited
25 Main Street Ocho Rios St. Ann
876-975-9587
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/25-main-street/
telecommunication-companies-services,"Digicel
DIGIORDER Jamaica Limited
70 Main Street Ocho Rios St. Ann
876-795-4974
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/70-main-street/
telecommunication-companies-services,"Digicel
Luv Chat
Square One Plaza, 41 Main Street St Ann’s Bay St. Ann
876-972-2810
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/square-one-plaza/
telecommunication-companies-services,"Digicel
Or
Shop #GF 10 Island Plaza Ocho Rios St. Ann
876-974-7035
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-gf-10-island/
telecommunication-companies-services,"Digicel
Or
Water Square Falmouth Trelawny
876-572-1592
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/water-square/
telecommunication-companies-services,"Digicel
Mircobeeps
36 Market Street Falmouth Trelawny
876-617-2721
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/36-market-street/
telecommunication-companies-services,"Digicel
Courts Ja Limited
10-12 Main Street Port Maria St. Mary
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/10-12-main-street/
telecommunication-companies-services,"Digicel
Quality Cellular
Shop #3 UB Plaza, Main Street Annotto Bay St. Mary
876-996-9370
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-3-ub-plaza/
telecommunication-companies-services,"Digicel
Courts Ja Limited
West Street Morant Bay St. Thomas
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/west-street-morant/
telecommunication-companies-services,"Digicel
Norton Telecommunications
Shop 5, May Pen Plaza Maypen Clarendon
876-786-0266
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-5-may-pen/
telecommunication-companies-services,"Digicel
Speed Talk Mobile
22 Queen Street Morant Bay St. Thomas
876-734-1442
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/22-queen-street/
telecommunication-companies-services,"Digicel
Courts Ja LImited
73-75 Great Georges Street Savanna la mar Westmoreland
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/73-75-great-georges/
telecommunication-companies-services,"Digicel
G&M Mobile
West J’s Uptown Mall, 9 Barracks Road Savannna-La-Mar Westmoreland
876-918-2558
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/west-js-uptown/
telecommunication-companies-services,"Digicel
14 Ocean Boulevard Kingston Kingston
876-619-5000
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/14-ocean-boulevard-kingston/
telecommunication-companies-services,"Digicel
KMACK Mobile
Shop#7 Lawerence Plaza White House Westmoreland
876-449-2254
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-7-lawerence/
telecommunication-companies-services,"Digicel
Speed Talk Mobile
127 Great Georges Street Savanna la mar Westmoreland
876-918-2684
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/127-great-georges/
telecommunication-companies-services,"Digicel
Best Choice
Casa Montego Plaza, Glouscher Avenue Montego Bay St. James
876-940-2378
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/casa-montego/
telecommunication-companies-services,"Digicel
Courts Ja LImited
11-13 Barnett Street Montego Bay St. James
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/11-13-barnett/
telecommunication-companies-services,"Digicel
Courts Ja LImited
Bogue Montego Bay St. James
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/bogue-montego/
telecommunication-companies-services,"Digicel
Digicel Jamaica Retail Store
Fairview Shopping Complex Montego Bay St. James
876-619-1383
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/fairview-shopping/
telecommunication-companies-services,"Digicel
Digicel Jamaica Retail Store
Corner Church & St. James Street Montego Bay St. James
876-940-6727
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/corner-church/
telecommunication-companies-services,"Digicel
Or
Lot 101A-101B Catherine Hall St. James
876-618-1783
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/lot-101a-101b/
telecommunication-companies-services,"Digicel
Total Document Solutions
Shop F204, Baywest Shopping Centre Montego Bay St. James
876-940-0819
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-f204-baywest/
telecommunication-companies-services,"Digicel
Cellular Jamaica Ltd
Shop #29LOJ Shopping Centre Spanish Town St. Catherine
876-383-3113
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-29loj-shopping/
telecommunication-companies-services,"Digicel
Courts Ja Limited
The Oasis Mall Spanish Town St. Catherine
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/the-oasis-mall/
telecommunication-companies-services,"Digicel
Courts Ja Limited
Lot 15 Portmore Parkway Portmore St. Catherine
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/lot-15-portmore/
telecommunication-companies-services,"Digicel
Or
4C Darlington Drive Old Harbour St. Catherine
876-869-7490
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/4c-darlington/
telecommunication-companies-services,"Digicel
Digicel Jamaica Retail Store
Shop #23, Portmore Mall Portmore St. Catherine
876-745-1933
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-23-portmore/
telecommunication-companies-services,"Digicel
Happy Konnections
Shop # C6-C9, Sovereign Village Portmore St. Catherine
876-422-8396
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-c6-c9-sovereign/
telecommunication-companies-services,"Digicel
Jamcel Ltd
Shop #15, 48 King Street Linstead St. Catherine
876-903-2600
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-15-48-king/
telecommunication-companies-services,"Digicel
jamcel Ltd
Spansh Town Bus Terminal Spanish Town St. Catherine
876-749-1535
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/spansh-town-bus/
telecommunication-companies-services,"Digicel
Mega Mart
Lot A-E Portmore Parkway Portmore St. Catherine
876-988-1172
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/lot-a-e-portmore/
telecommunication-companies-services,"Digicel
Speed Talk Mobile
Shop #1, 44 KIng Street Linstead St. Catherine
876-985-2240
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-1-44-king/
telecommunication-companies-services,"Digicel
Kinkead
Danny Royes Plaza Junction St. Elizabeth
876-855-1230
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/danny-royes-plaza/
telecommunication-companies-services,"Digicel
Or
99 Main Street Santa Cruz St. Elizabeth
876-966-7063
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/99-main-street/
telecommunication-companies-services,"Digicel
Zee Wireless
Shop #1&2, Main Street Black River St. Elizabeth
876-634-2223
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/shop-1-2-main/
telecommunication-companies-services,"Digicel
Comtech Limited
44 Main Street May Pen Clarendon
876-786-0872
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/44-main-street/
telecommunication-companies-services,"Digicel
Courts Ja Limited
50 Main Street May Pen Clarendon
876-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/50-main-street/
telecommunication-companies-services,"Digicel
Celli-Shac
1a Manor Park Plaza, Constant Spring Constant Spring St. Andrew
876-755-4408
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/1a-manor-park/
telecommunication-companies-services,"Digicel
Celli-Shac
Kiosk, Loshaun Shopping Centre Barbican St. Andrew
876-978-0331
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/kiosk-loshaun/
telecommunication-companies-services,"Digicel
UGs Better Buy
Main Street Lucea Hanover
876-956-3889
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/main-street-lucea/
telecommunication-companies-services,"Digicel
Courts Ja Limited
15 Elma Crescent Washington Gardens Kingston
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/15-elma-crescent/
telecommunication-companies-services,"Digicel
Courts Ja. Limited
70b KIng street Downtown Kingston
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/70b-king-street/
telecommunication-companies-services,"Digicel
Courts Ja. Limited
79-81a Slipe Road HO Cross Roads Kingston
878-926-2110
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/79-81a-slipe/
telecommunication-companies-services,"Digicel
Or
14 Ocean Boulevard
876-619-5000
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/14-ocean-boulevard/
telecommunication-companies-services,"Digicel
Digicel Jamaica Retail Store
Pavillion Half Way Tree Kingston
876-754-8371
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/pavillion-half/
telecommunication-companies-services,"Digicel
Incomparable Enterprise Ltd
45 Spanish Town Road Kingston 11 Kingston
876-922-6355
customercare@digicelgroup.com
www.digiceljamaica.com",https://www.findyello.com/jamaica/digicel/profile/45-spanish-town/
